USAF,WBAN,STATION NAME,ST,CALL,ELEV(M),BEGIN,END,lon,lat
724475,93909,NEW CENTURY AIRCENTER A,KS,KIXD,321.5,1978-11-24T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.89,38.822
724475,99999,JOHNSON CO. INDUSTR,KS,KIXD,331.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-94.883,38.833
724490,13993,ROSECRANS MEMORIAL AIRP,MO,KSTJ,246.1,1944-03-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.91,39.768
724490,99999,ST. JOSEPH/ROSE-CRA,MO,KSTJ,249.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-94.917,39.767
724502,13932,STROTHER FIELD AIRPORT,KS,KWLD,351.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.035,37.165
724502,99999,STROTHER FLD,KS,KWLD,354.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.033,37.167
724504,3974,COLONEL JAMES JABARA AR,KS,KAAO,428.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.219,37.75
724504,99999,COL JAMES JABARA,KS,KAAO,433.0,1987-07-10T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.217,37.75
724505,3923,MCCONNELL AFB AIRPORT,KS,KIAB,417.9,1953-12-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.267,37.617
724505,99999,MC CONNELL AFB,KS,KIAB,418.0,2000-01-03T00:00:00.000000000,2004-12-31T00:00:00.000000000,-97.267,37.617
724506,13986,HUTCHINSON MUNICIPAL AR,KS,KHUT,463.2,1945-02-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.861,38.068
724506,99999,HUTCHINSON MUNI,KS,KHUT,470.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-97.85,38.067
724508,3997,LAWRENCE MUNICIPAL AIRP,KS,KLWC,251.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.212,39.008
724508,99999,LAWRENCE MUNI,KS,KLWC,254.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.217,39.011
724509,53939,NEWTON-CITY-COUNTY AIRP,KS,KEWK,467.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.275,38.068
724509,99999,NEWTON CITY CO,KS,KEWK,467.0,1992-04-08T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.267,38.058
724515,23064,GARDEN CITY REGIONAL AR,KS,KGCK,877.1,1943-02-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-100.724,37.922
724515,99999,GARDEN CITY RGNL,KS,KGCK,881.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-100.717,37.917
724516,23020,LIBERAL MUNICIPAL AIRPO,KS,KLBL,875.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.967,37.05
724516,99999,LIBERAL MUNI,KS,KLBL,879.0,1943-06-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-100.95,37.033
724517,13940,GREAT BEND MUNICIPAL AR,KS,KGBD,573.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-98.867,38.35
724517,99999,GREAT BEND MUNI,KS,KGBD,575.0,1943-08-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.867,38.35
724518,3968,HAYS REGIONAL AIRPORT,KS,KHYS,609.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-99.267,38.85
724518,99999,HAYS RGNL,KS,KHYS,609.0,1980-08-25T00:00:00.000000000,1997-12-31T00:00:00.000000000,-99.273,38.842
724519,93967,COFFEYVILLE MUNICIPAL A,KS,KCFV,227.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.573,37.091
724519,99999,COFFEYVILLE MUNI,KS,KCFV,230.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.567,37.1
724550,13947,MARSHALL ARMY AIRFIELD,KS,KFRI,324.6,1938-08-17T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.767,39.05
724550,99999,FT RILEY/MARSHALL A,KS,KFRI,320.0,2000-01-03T00:00:00.000000000,2004-10-06T00:00:00.000000000,-96.767,39.1
724555,3936,MANHATTAN REGIONAL AIRP,KS,KMHK,319.3,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.679,39.135
724555,99999,MANHATTAN RGNL,KS,KMHK,322.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.667,39.133
724556,13989,EMPORIA MUNICIPAL AIRPO,KS,KEMP,366.3,1973-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.195,38.329
724556,99999,EMPORIA MUNI,KS,KEMP,368.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-96.191,38.332
724565,13920,FORBES FIELD AIRPORT,KS,KFOE,315.1,1942-10-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.651,38.941
724565,99999,FORBES FLD,KS,KFOE,329.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-95.65,38.95
724600,99999,ELKHART / ELKHART-MORTO,,,1102.0,1977-10-06T00:00:00.000000000,2005-05-04T00:00:00.000000000,-101.88,37.0
724604,93076,ELKHART-MORTON CO AIRPO,KS,KEHA,1104.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-101.883,37.0
724604,99999,ELKHART MORTON CO,KS,KEHA,1104.0,1992-05-05T00:00:00.000000000,1997-12-31T00:00:00.000000000,-101.88,37.001
724630,99999,LAMAR,CO,,1103.0,1974-11-13T00:00:00.000000000,2004-03-06T00:00:00.000000000,-102.617,38.083
724636,3013,LAMAR MUNICIPAL AIRPORT,CO,KLAA,1124.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-102.687,38.072
724636,99999,LAMAR MUNI,CO,KLAA,1130.0,1995-11-28T00:00:00.000000000,1997-12-31T00:00:00.000000000,-102.688,38.07
724646,3028,COMANCHE NATIONAL GRASS,CO,KSPD,1337.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.614,37.283
724646,99999,SPRINGFIELD COMANCHE,CO,KSPD,1335.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-102.617,37.283
724665,93010,LIMON MUNICIPAL AIRPORT,CO,KLIC,1633.1,1973-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-103.667,39.273
724665,99999,LIMON MUNI,CO,KLIC,1635.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-103.667,39.267
724666,93067,CENTENNIAL AIRPORT,CO,KAPA,1789.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.848,39.56
724666,99999,CENTENNIAL,CO,KAPA,1793.0,1980-12-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-104.849,39.57
724680,94015,BUTTS AAF AIRPORT,CO,KFCS,1779.4,1966-09-15T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.757,38.678
724680,99999,FORT CARSON/BUTTS,CO,KFCS,1789.0,2000-01-04T00:00:00.000000000,2004-12-30T00:00:00.000000000,-104.767,38.7
724689,3026,KIT CARSON COUNTY AIRPO,CO,KITR,1278.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-102.282,39.241
724689,99999,KIT CARSON COUNTY,CO,KITR,1286.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-102.283,39.25
724690,23062,DENVER WSFO,CO,KDNR,1612.0,1940-05-15T00:00:00.000000000,1995-03-01T00:00:00.000000000,-104.867,39.75
724690,99999,DENVER/STAPLETON INT,CO,KDNR,1611.9,2002-11-21T00:00:00.000000000,2002-11-21T00:00:00.000000000,-104.867,39.75
724695,23036,BUCKLEY AIR FORCE BASE,CO,KBKF,1726.1,1944-03-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.75,39.717
724695,99999,BUCKLEY AFB,CO,KBKF,1726.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-104.75,39.7
724698,24015,COLORADO PLAINS RGNL AR,CO,KAKO,1428.0,1973-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.215,40.174
724698,99999,COLORADO PLAINS RGNL,CO,KAKO,1437.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-103.217,40.183
724768,24051,GREELEY-WELD COUNTY ARP,CO,KGXY,1431.7,2006-01-01T00:00:00.000000000,2025-05-26T00:00:00.000000000,-104.632,40.436
724768,99999,GREELEY WELD CO,CO,KGXY,1432.0,1988-01-05T00:00:00.000000000,1997-12-31T00:00:00.000000000,-104.633,40.437
725021,99999,CLEVELAND MUNI,TX,,45.7,2009-10-20T00:00:00.000000000,2013-04-30T00:00:00.000000000,-95.008,30.356
725023,474,CLEVELAND MUNICIPAL AIR,MS,KRNV,42.7,2013-03-18T00:00:00.000000000,2025-05-28T00:00:00.000000000,-90.758,33.861
725023,99999,CLEVELAND MUNI,MS,KRNV,42.7,1987-06-29T00:00:00.000000000,1988-01-01T00:00:00.000000000,-90.758,33.761
725257,99999,JENNINGS,LA,,7.0,2012-05-31T00:00:00.000000000,2013-04-30T00:00:00.000000000,-92.673,30.243
725296,99999,BOWMAN MUNI,ND,KBPP,901.6,2007-05-21T00:00:00.000000000,2010-06-03T00:00:00.000000000,-103.428,46.187
725314,3960,ST LOUIS DOWNTOWN AIRPO,IL,KCPS,123.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.149,38.564
725314,99999,CAHOKIA/ST. LOUIS,IL,KCPS,126.0,1978-12-19T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.15,38.567
725323,99999,GALESBURG MUNICIPAL,IL,GBG,245.0,1981-09-04T00:00:00.000000000,1995-08-14T00:00:00.000000000,-90.433,40.933
725400,99999,SPICKARD,MO,,271.0,1977-10-06T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.72,40.25
725453,14930,ATLANTIC MUNICIPAL AIRP,IA,KAIO,360.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.047,41.407
725453,99999,ATLANTIC MUNI,IA,KAIO,360.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.05,41.4
725454,4903,WASHINGTON MUNICIPAL AR,IA,KAWG,229.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.673,41.276
725454,99999,WASHINGTON MUNI,IA,KAWG,230.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.667,41.283
725456,4921,KEOKUK MUNICIPAL AIRPOR,IA,KEOK,204.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.428,40.46
725456,99999,KEOKUK MUNI,IA,KEOK,205.0,1995-02-12T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.428,40.46
725457,4904,ALGONA MUNICIPAL AIRPOR,IA,KAXA,371.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.272,43.078
725457,99999,ALGONA,IA,KAXA,372.0,1995-04-30T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.272,43.078
725458,4907,CLARION MUNICIPAL AIRPO,IA,KCAV,354.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.759,42.742
725458,99999,CLARION MUNI,IA,KCAV,354.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.767,42.75
725461,94988,MARSHALLTOWN MUNICIPAL,IA,KMIW,295.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.916,42.111
725461,99999,MARSHALL TOWN MUNI,IA,KMIW,297.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.918,42.113
725462,14937,IOWA CITY MUNICIPAL ARP,IA,KIOW,198.7,1997-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.545,41.639
725462,99999,IOWA CITY MUNI,IA,KIOW,204.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-91.547,41.639
725463,14966,CHARLES CITY MUNICIPAL,IA,KCCY,342.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.611,43.073
725463,99999,CHARLES CITY MUNI,IA,KCCY,343.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.617,43.067
725464,4977,NEWTON MUNICIPAL AIRPOR,IA,KTNU,290.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.022,41.674
725464,99999,NEWTON MUNI,IA,KTNU,290.0,1995-02-12T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.017,41.667
725466,4938,ANKENY REGIONAL AIRPORT,IA,KIKV,277.4,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.566,41.691
725466,99999,ANKENY REGIONAL ARP,IA,KIKV,277.0,1973-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-93.55,41.683
725467,4973,SHENANDOAH MUNICIPAL AR,IA,KSDA,296.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.413,40.751
725467,99999,SHENANDOAH MUNI,IA,KSDA,296.0,1995-02-12T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.417,40.75
725468,4910,ARTHUR N. NEU AIRPORT,IA,KCIN,367.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.789,42.046
725468,99999,ARTHUR N NEU,IA,KCIN,367.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.783,42.05
725469,4913,CHARITON MUNICIPAL AIRP,IA,KCNC,320.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.359,41.019
725469,99999,CHARITON MUNI,IA,KCNC,320.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.367,41.017
725472,94989,AMES MUNICIPAL AIRPORT,IA,KAMW,281.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.619,41.99
725472,99999,AMES MUNI,IA,KAMW,291.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.617,42.0
725473,94979,CLINTON MUNICIPAL AIRPO,IA,KCWI,213.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.333,41.833
725473,99999,CLINTON MUNI,IA,KCWI,216.0,1988-01-05T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.333,41.833
725474,4915,CRESTON MUNICIPAL AIRPO,IA,KCSQ,394.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.363,41.007
725474,99999,CRESTON MUNI,IA,KCSQ,396.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.367,41.017
725475,4953,MONTICELLO REGIONAL ARP,IA,KMXO,258.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.166,42.224
725475,99999,MONTICELLO RGNL,IA,KMXO,254.0,1995-02-12T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.167,42.217
725476,4916,DECORAH MUNICIPAL AIRPO,IA,KDEH,352.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.739,43.275
725476,99999,DECORAH MUNI,IA,KDEH,353.0,1995-04-30T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.739,43.276
725477,4917,DENISON MUNICIPAL AIRPO,IA,KDNS,388.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.381,41.986
725477,99999,DENISON MUNICIPAL,IA,KDNS,389.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.38,41.986
725478,4920,WEBSTER CITY MUNI AIRPO,IA,KEBS,341.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.869,42.436
725478,99999,WEBSTER CITY MUNI,IA,KEBS,342.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.869,42.437
725479,4937,SCHENCK FIELD AIRPORT,IA,KICL,302.4,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.026,40.722
725479,99999,SCHENCK FLD,IA,KICL,302.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.033,40.717
725483,4930,FORT MADISON MUNICIPAL,IA,KFSW,220.7,2006-01-03T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.327,40.659
725483,99999,FORT MADISON MUNI,IA,KFSW,221.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.333,40.667
725484,4942,LE MARS MUNICIPAL AIRPO,IA,KLRJ,364.5,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.194,42.778
725484,99999,LE MARS MUNI,IA,KLRJ,365.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.2,42.783
725486,4906,BOONE MUNICIPAL AIRPORT,IA,KBNW,353.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.848,42.049
725486,99999,BOONE MUNI,IA,KBNW,354.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.85,42.05
725487,4950,MUSCATINE MUNICIPIAL AR,IA,KMUT,166.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.15,41.367
725487,99999,MUSCATINE MUNI,IA,KMUT,167.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.15,41.367
725488,4955,OELWEIN MUNICIPAL AIRPO,IA,KOLZ,328.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.974,42.681
725488,99999,OELWEIN MUNI,IA,KOLZ,328.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.967,42.683
725489,4959,ORANGE CITY MUNICIPAL A,IA,KORC,431.0,2006-01-01T00:00:00.000000000,2019-03-01T00:00:00.000000000,-96.063,42.99
725489,99999,ORANGE CITY MUNI,IA,KORC,431.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.067,42.983
725490,94933,FORT DODGE REGIONAL APR,IA,KFOD,352.4,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.183,42.55
725490,99999,FORT DODGE (AWOS),IA,KFOD,355.0,1978-03-10T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.183,42.55
725493,4962,KNOXVILLE MUNICIPAL ARP,IA,KOXV,282.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.114,41.299
725493,99999,KNOXVILLE,IA,KOXV,283.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.114,41.299
725494,4966,RED OAK MUNICIPAL AIRPO,IA,KRDK,318.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.26,41.01
725494,99999,RED OAK MUNI,IA,KRDK,318.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.267,41.017
725495,4975,SHELDON MUNICIPAL AIRPO,IA,KSHL,432.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.833,43.208
725495,99999,SHELDON MUNI,IA,KSHL,433.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.833,43.217
725496,4976,STORM LAKE MUNICIPAL AR,IA,KSLB,453.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.241,42.597
725496,99999,STORM LAKE MUNI,IA,KSLB,454.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.233,42.6
725497,4908,COUNCIL BLUFFS MUNI ARP,IA,KCBF,381.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.76,41.259
725497,99999,COUNCIL BLUFFS MUNI,IA,KCBF,382.0,1995-07-08T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.767,41.267
725498,94998,AUDUBON COUNTY AIRPORT,IA,KADU,392.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.917,41.7
725498,99999,AUDUBON CO,IA,KADU,392.0,1997-07-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.917,41.7
725499,94991,LAMONI MUNICIPAL AIRPOR,IA,KLWD,345.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.9,40.631
725499,99999,LAMONI MUNI AIRPORT,IA,KLWD,344.0,1999-03-23T00:00:00.000000000,2005-12-31T00:00:00.000000000,-93.9,40.633
725512,14989,YORK MUNICIPAL AIRPORT,NE,KJYR,507.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.626,40.894
725512,99999,YORK MUNI,NE,KJYR,509.0,2004-05-10T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.623,40.897
725513,4901,ARRA MUNI-AL POTTER FLD,NE,KAUH,548.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.997,40.893
725513,99999,AURORA MUNI AL POTT,NE,KAUH,550.0,1998-04-08T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.983,40.9
725515,94947,BEATRICE MUNICIPAL AIRP,NE,KBIE,403.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.754,40.301
725515,99999,BEATRICE MUNI,NE,KBIE,404.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.75,40.3
725524,94958,EVELYN SHARP FIELD AIRP,NE,KODX,627.5,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.949,41.623
725524,99999,EVELYN SHARP FLD,NE,KODX,631.0,1981-08-06T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.95,41.617
725525,94949,HASTINGS MUNICIPAL AIRP,NE,KHSI,591.1,2006-01-01T00:00:00.000000000,2025-05-26T00:00:00.000000000,-98.426,40.6
725525,99999,HASTINGS MUNI,NE,KHSI,598.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.428,40.605
725526,14905,KEARNEY MUNICIPAL AIRPO,NE,KEAR,649.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-99.0,40.733
725526,99999,KEARNEY MUNI,NE,KEAR,649.0,1943-03-12T00:00:00.000000000,1997-12-31T00:00:00.000000000,-99.0,40.717
725527,94978,TEKAMAH MUNICIPAL AIRPO,NE,KTQE,312.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.18,41.763
725527,99999,TEKAMAH MUNI,NE,KTQE,313.0,1995-11-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.183,41.767
725528,99999,CRAM FLD,NE,KBUB,665.1,1981-01-21T00:00:00.000000000,1981-04-29T00:00:00.000000000,-99.15,41.777
725530,94918,OMAHA,NE,,405.7,1973-01-01T00:00:00.000000000,1995-09-16T00:00:00.000000000,-96.017,41.367
725530,99999,OMAHA  NE.,,,406.0,2001-10-29T00:00:00.000000000,2005-09-06T00:00:00.000000000,-96.017,41.367
725533,94957,BRENNER FIELD AIRPORT,NE,KFNB,298.8,2000-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.589,40.079
725533,99999,FALLS CITY/BRENNER,NE,KFNB,300.0,1981-09-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.6,40.083
725540,14949,OFFUTT AFB AIRPORT,NE,KOFF,319.1,1948-01-12T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.917,41.117
725540,99999,OFFUTT AFB,NE,KOFF,321.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-95.9,41.117
725541,4993,NEBRASKA CITY MUNI AIRP,NE,KAFK,351.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.864,40.606
725541,99999,NEBRASKA CITY MUNI,NE,KAFK,354.0,2004-05-10T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.867,40.6
725551,99999,BURWELL MUNI,NE,K20,664.0,1976-03-05T00:00:00.000000000,1980-11-01T00:00:00.000000000,-99.15,41.783
725555,94946,BROKEN BOW MUNICIPAL AR,NE,KBBW,771.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-99.639,41.437
725555,99999,BROKEN BOW MUNI,NE,KBBW,776.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-99.65,41.433
725556,94975,AINSWORTH MUNICIPAL ARP,NE,KANW,787.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.001,42.577
725556,99999,AINSWORTH MUNICIPAL,NE,KANW,789.0,1943-02-03T00:00:00.000000000,1997-12-31T00:00:00.000000000,-100.0,42.579
725564,4924,FREMONT MUNICIPAL AIRPO,NE,KFET,366.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.52,41.449
725564,99999,FREMONT MUNI,NE,KFET,367.0,1995-11-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.52,41.449
725565,94951,COLUMBUS MUNICIPAL AIRP,NE,KOLU,441.1,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.343,41.448
725565,99999,COLUMBUS MUNI,NE,KOLU,440.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.333,41.45
725566,4957,THE O'NEILL MUNI-JOHN L,NE,KONL,619.1,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.688,42.47
725566,99999,THE ONEILL MUNI J BA,NE,KONL,619.0,1953-08-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.688,42.47
725580,99999,VALLEY,NE,KOAX,351.5,2000-02-16T00:00:00.000000000,2005-04-20T00:00:00.000000000,-96.35,41.317
725610,24030,SIDNEY MUNICIPAL AIRPOR,NE,KSNY,1306.8,1977-08-27T00:00:00.000000000,2025-05-28T00:00:00.000000000,-102.986,41.099
725610,99999,SIDNEY MUNI (AMOS),NE,KSNY,1312.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-102.983,41.1
725621,94063,SEARLE FIELD AIRPORT,NE,KOGA,990.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-101.768,41.119
725621,99999,SEARLE FLD,NE,KOGA,999.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-101.767,41.117
725624,14994,JIM KELLY FIELD AIRPORT,NE,KLXN,733.0,2005-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-99.771,40.789
725624,99999,JIM KELLY FLD,NE,KLXN,735.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-99.777,40.791
725625,94040,MC COOK MUNICIPAL AIRPO,NE,KMCK,779.4,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-100.59,40.204
725625,99999,MCCOOK RGNL,NE,KMCK,782.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-100.583,40.2
725626,24091,IMPERIAL MUNICIPAL AIRP,NE,KIML,996.5,1973-04-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-101.624,40.511
725626,99999,IMPERIAL MUNI,NE,KIML,997.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-101.621,40.509
725627,99999,MULLEN / HOOKER COUNTY,NE,KMHN,994.0,1973-01-01T00:00:00.000000000,1995-12-09T00:00:00.000000000,-101.07,42.05
725628,4935,BREWSTER FIELD AIRPORT,NE,KHDE,702.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-99.339,40.45
